time,x,y,z
1709255216975.0,-1.9738041162490845,-0.4833551049232483,-0.591987669467926
1709255217975.0,-2.3203303813934326,-0.5647383332252502,-0.5784925818443298
1709255218975.0,-2.5549728870391846,-0.8384954929351807,-0.46028971672058105
1709255219975.0,-2.431043863296509,-1.191695213317871,-0.4108957052230835
1709255220975.0,-2.25772762298584,-0.8983928561210632,-0.42167699337005615
1709255221975.0,-2.5218613147735596,-0.7309266924858093,-0.3288090229034424
1709255222975.0,-1.714084506034851,-0.6626867651939392,-0.4263285994529724
1709255223975.0,-2.1779913902282715,-0.6823245286941528,-0.45498842000961304
1709255224975.0,-2.7102792263031006,-1.108109474182129,-0.6417620182037354
1709255225975.0,-2.0850789546966553,-0.4536130428314209,-2.350283622741699
1709255226975.0,-1.0816497802734375,-0.4698009490966797,-2.5804989337921143
1709255227975.0,-0.7189744710922241,-0.4193480610847473,-2.0742011070251465
1709255228975.0,-0.6770121455192566,-0.4754166603088379,-2.2691259384155273
1709255229975.0,-0.8107918500900269,-0.5222488045692444,-2.6793556213378906
1709255230975.0,-0.5284797549247742,-0.6873599290847778,-3.147585868835449
1709255231975.0,-0.7898544669151306,-0.7582365274429321,-3.0674097537994385
1709255232975.0,-0.7378171682357788,-0.8075210452079773,-2.620864152908325
1709255233975.0,-0.9765031337738037,-0.6955291032791138,-3.2282307147979736
1709255234975.0,-0.6105525493621826,-0.7209259271621704,-3.3215343952178955
1709255235975.0,-0.5645129084587097,-0.652777910232544,-2.8753325939178467
