time,x,y,z
1709255216975.0,0.08957916498184204,0.006599247455596924,0.041820526123046875
1709255217975.0,0.09433034062385559,0.022126078605651855,0.011330723762512207
1709255218975.0,0.11873893439769745,0.05748271942138672,0.0046266913414001465
1709255219975.0,0.0748138427734375,0.14557504653930664,0.004465758800506592
1709255220975.0,0.030521320179104805,0.0339927077293396,0.0035113096237182617
1709255221975.0,0.01979176700115204,0.005562961101531982,0.0007368326187133789
1709255222975.0,0.03286914527416229,0.018918335437774658,0.0019625425338745117
1709255223975.0,0.029767319560050964,0.03464418649673462,0.004471957683563232
1709255224975.0,0.04135085642337799,0.026676952838897705,0.00012004375457763672
1709255225975.0,0.01824924349784851,0.05064976215362549,0.039639174938201904
1709255226975.0,0.006627202033996582,0.003676891326904297,0.00029397010803222656
1709255227975.0,0.0018903464078903198,0.013289093971252441,0.07234847545623779
1709255228975.0,0.010202974081039429,0.03342252969741821,0.0050010085105896
1709255229975.0,0.004671081900596619,0.038692474365234375,0.023050665855407715
1709255230975.0,0.005147814750671387,0.02032935619354248,0.007556498050689697
1709255231975.0,0.018226258456707,0.016721785068511963,0.18060225248336792
1709255232975.0,0.0009775757789611816,0.039814114570617676,0.0743911862373352
1709255233975.0,0.0028412342071533203,0.032163023948669434,0.010832786560058594
1709255234975.0,0.006330743432044983,0.03579270839691162,0.0013501644134521484
1709255235975.0,0.007910281419754028,0.02233600616455078,0.03432881832122803
