0xMe,0xVr,0xMx,0xMi,0xUM,0xLM,0yMe,0yVr,0yMx,0yMn,0yUM,0yLM,0zMe,0zVr,0zMx,0zMi,0zUM,0zLM,0dxMe,0dxVr,0dxMx,0dxMi,0dxUM,0dxLM,0dyMe,0dyVr,0dyMx,0dyMn,0dyUM,0dyLM,0dzMe,0dzVr,0dzMx,0dzMi,0dzUM,0dzLM,1xMe,1xVr,1xMx,1xMi,1xUM,1xLM,1yMe,1yVr,1yMx,1yMn,1yUM,1yLM,1zMe,1zVr,1zMx,1zMi,1zUM,1zLM,1dxMe,1dxVr,1dxMx,1dxMi,1dxUM,1dxLM,1dyMe,1dyVr,1dyMx,1dyMn,1dyUM,1dyLM,1dzMe,1dzVr,1dzMx,1dzMi,1dzUM,1dzLM,2xMe,2xVr,2xMx,2xMi,2xUM,2xLM,2yMe,2yVr,2yMx,2yMn,2yUM,2yLM,2zMe,2zVr,2zMx,2zMi,2zUM,2zLM,2dxMe,2dxVr,2dxMx,2dxMi,2dxUM,2dxLM,2dyMe,2dyVr,2dyMx,2dyMn,2dyUM,2dyLM,2dzMe,2dzVr,2dzMx,2dzMi,2dzUM,2dzLM,4xMe,4xVr,4xMx,4xMi,4xUM,4xLM,4yMe,4yVr,4yMx,4yMn,4yUM,4yLM,4zMe,4zVr,4zMx,4zMi,4zUM,4zLM,4dxMe,4dxVr,4dxMx,4dxMi,4dxUM,4dxLM,4dyMe,4dyVr,4dyMx,4dyMn,4dyUM,4dyLM,4dzMe,4dzVr,4dzMx,4dzMi,4dzUM,4dzLM,5xMe,5xVr,5xMx,5xMi,5xUM,5xLM,5yMe,5yVr,5yMx,5yMn,5yUM,5yLM,5zMe,5zVr,5zMx,5zMi,5zUM,5zLM,5dxMe,5dxVr,5dxMx,5dxMi,5dxUM,5dxLM,5dyMe,5dyVr,5dyMx,5dyMn,5dyUM,5dyLM,5dzMe,5dzVr,5dzMx,5dzMi,5dzUM,5dzLM,6xMe,6xVr,6xMx,6xMi,6xUM,6xLM,6yMe,6yVr,6yMx,6yMn,6yUM,6yLM,6zMe,6zVr,6zMx,6zMi,6zUM,6zLM,6dxMe,6dxVr,6dxMx,6dxMi,6dxUM,6dxLM,6dyMe,6dyVr,6dyMx,6dyMn,6dyUM,6dyLM,6dzMe,6dzVr,6dzMx,6dzMi,6dzUM,6dzLM,7xMe,7xVr,7xMx,7xMi,7xUM,7xLM,7yMe,7yVr,7yMx,7yMn,7yUM,7yLM,7zMe,7zVr,7zMx,7zMi,7zUM,7zLM,7dxMe,7dxVr,7dxMx,7dxMi,7dxUM,7dxLM,7dyMe,7dyVr,7dyMx,7dyMn,7dyUM,7dyLM,7dzMe,7dzVr,7dzMx,7dzMi,7dzUM,7dzLM
0.0001869668511353133,5.530371957522097e-08,0.0005066262510342476,-0.00016755195600645883,-0.0001494502131878347,0.00044386458989137254,0.0003378083356639077,4.0610910071690185e-08,0.0005773971191583535,4.556787067226001e-05,4.632947147711292e-05,0.0005391958352719616,-0.001973051037980523,3.81319593134779e-08,-0.0017450268451984113,-0.002413158757346017,-0.002323289974268539,-0.0017966159388550327,0.0001869668511353133,5.530371957522097e-08,0.0005066262510342476,-0.00016755195600645883,-0.0001494502131878347,0.00044386458989137254,0.0003378083356639077,4.0610910071690185e-08,0.0005773971191583535,4.556787067226001e-05,4.632947147711292e-05,0.0005391958352719616,-0.001973051037980523,3.81319593134779e-08,-0.0017450268451984113,-0.002413158757346017,-0.002323289974268539,-0.0017966159388550327,0.00019100140780210496,1.0677415384431446e-07,0.0006765592843294144,-0.0002791536971926689,-0.0002781292423605919,0.0005703638307750225,0.00038935355842113496,3.961825713515167e-08,0.0007293545641005039,6.7148357629776e-05,0.00010127411223948002,0.0006175034989913305,-0.0019379317760467528,6.543226152899707e-08,-0.0017080903053283691,-0.0026671886444091797,-0.00232502818107605,-0.001763463020324707,0.00019100140780210496,1.0677415384431446e-07,0.0006765592843294144,-0.0002791536971926689,-0.0002781292423605919,0.0005703638307750225,0.00038935355842113496,3.961825713515167e-08,0.0007293545641005039,6.7148357629776e-05,0.00010127411223948002,0.0006175034989913305,-0.0019379317760467528,6.543226152899707e-08,-0.0017080903053283691,-0.0026671886444091797,-0.00232502818107605,-0.001763463020324707,0.001023685175971374,4.152396847042902e-08,0.0014277293699470309,0.0007190636097557607,0.0007858433199336248,0.0012833077582735989,0.0011494516161492825,2.123667302660894e-07,0.0018697941669247931,0.0005986562181048776,0.0006049431686306023,0.001768771901757938,0.0017086519552517204,1.2299155076369894e-06,0.0047788558885311135,0.0008807038205784883,0.0008965416983873948,0.0029720544478250266,0.001023685175971374,4.152396847042902e-08,0.0014277293699470309,0.0007190636097557607,0.0007858433199336248,0.0012833077582735989,0.0011494516161492825,2.123667302660894e-07,0.0018697941669247931,0.0005986562181048776,0.0006049431686306023,0.001768771901757938,0.0017086519552517204,1.2299155076369894e-06,0.0047788558885311135,0.0008807038205784883,0.0008965416983873948,0.0029720544478250266,0.0023042709100991486,1.920662182291707e-07,0.003001929260790348,0.0015338612720370293,0.0016333118546754122,0.0027955980040133,0.002830463135614991,1.5503116291183349e-06,0.005387313198298216,0.0012973127886652946,0.0013222417328506708,0.004355443641543388,0.0025739610195159913,1.1737889584004794e-05,0.011582136154174805,-0.0006390213966369629,-0.00034922361373901367,0.006541748841603597,0.0023042709100991486,1.920662182291707e-07,0.003001929260790348,0.0015338612720370293,0.0016333118546754122,0.0027955980040133,0.002830463135614991,1.5503116291183349e-06,0.005387313198298216,0.0012973127886652946,0.0013222417328506708,0.004355443641543388,0.0025739610195159913,1.1737889584004794e-05,0.011582136154174805,-0.0006390213966369629,-0.00034922361373901367,0.006541748841603597,-0.0022422597277909516,5.35506076259206e-07,-0.0012281299568712711,-0.003478589002043009,-0.0034126017708331347,-0.001451015006750822,-0.0022926649544388056,2.137141259608334e-06,-0.0005524838343262672,-0.004709470085799694,-0.004489165032282472,-0.0009355557461579641,-0.0069140374660491945,2.6640760366127838e-05,-0.0036153197288513184,-0.021820068359375,-0.015304416418075562,-0.004006524880727132,-0.0022422597277909516,5.35506076259206e-07,-0.0012281299568712711,-0.003478589002043009,-0.0034126017708331347,-0.001451015006750822,-0.0022926649544388056,2.137141259608334e-06,-0.0005524838343262672,-0.004709470085799694,-0.004489165032282472,-0.0009355557461579641,-0.0069140374660491945,2.6640760366127838e-05,-0.0036153197288513184,-0.021820068359375,-0.015304416418075562,-0.004006524880727132,0.0026241861749440433,2.3287423282357606e-07,0.003478589002043009,0.0018007773905992508,0.001996752806007862,0.003200432906548182,0.0029603943694382906,1.8897223469899736e-06,0.005387313198298216,0.0012973127886652946,0.0013222417328506708,0.00478854775428772,0.0069140374660491945,2.6640760366127838e-05,0.021820068359375,0.0036153197288513184,0.0038132667541503906,0.01228797435760498,0.0026241861749440433,2.3287423282357606e-07,0.003478589002043009,0.0018007773905992508,0.001996752806007862,0.003200432906548182,0.0029603943694382906,1.8897223469899736e-06,0.005387313198298216,0.0012973127886652946,0.0013222417328506708,0.00478854775428772,0.0069140374660491945,2.6640760366127838e-05,0.021820068359375,0.0036153197288513184,0.0038132667541503906,0.01228797435760498,4.0000909939408304e-05,1.177134218877541e-09,0.00011176243424415588,9.778887033462524e-07,1.8989667296409607e-06,8.571132396658261e-05,5.130236968398094e-05,6.5325695291530705e-09,0.00027908477932214737,1.0509975254535675e-06,1.5811529010534286e-06,0.00014130274454752603,0.00013814568519592284,3.114545922500155e-08,0.0006390213966369629,1.3530254364013672e-05,1.531839370727539e-05,0.00032941500345865887,4.0000909939408304e-05,1.177134218877541e-09,0.00011176243424415588,9.778887033462524e-07,1.8989667296409607e-06,8.571132396658261e-05,5.130236968398094e-05,6.5325695291530705e-09,0.00027908477932214737,1.0509975254535675e-06,1.5811529010534286e-06,0.00014130274454752603,0.00013814568519592284,3.114545922500155e-08,0.0006390213966369629,1.3530254364013672e-05,1.531839370727539e-05,0.00032941500345865887
