time,x,y,z
1709257301126,-0.00046688225120306015,-0.0008549080230295658,0.0025502443313598633
1709257301151,0.0003632577136158943,-0.0004800553433597088,-0.004621386528015137
1709257301176,0.001028349157422781,0.0007146215066313744,-0.004987478256225586
1709257301201,-0.0007362170144915581,0.0010984479449689388,-0.0008066296577453613
1709257301226,0.00015709176659584045,-0.0012078150175511837,-0.0031107664108276367
1709257301251,-0.0010609738528728485,-0.0006505288183689117,-0.001996636390686035
1709257301276,-0.0008533219806849957,0.0004909923300147057,-0.00012004375457763672
1709257301301,9.307544678449631e-05,6.7148357629776e-05,-0.004056811332702637
1709257301326,0.0006885947659611702,0.0009121890179812908,-0.003080308437347412
1709257301351,-0.00017799437046051025,-0.0005714152939617634,-0.0037363767623901367
1709257301376,-0.0004408811219036579,-0.0006328234449028969,-0.0028664469718933105
1709257301401,-3.155367448925972e-05,0.0006079608574509621,-0.0030034780502319336
1709257301426,-0.00040701357647776604,0.0006523686461150646,-0.002362847328186035
1709257301451,-0.00034382566809654236,0.0003855917602777481,-0.003049194812774658
1709257301476,-0.0004233340732753277,-0.0003833342343568802,-0.002896606922149658
1709257301501,-0.0017498768866062164,-0.00015133339911699295,-0.002301335334777832
1709257301526,-0.0006233020685613155,0.0006025275215506554,-0.0020875930786132812
1709257301551,-0.00013039633631706238,6.90794549882412e-05,-0.001400589942932129
1709257301576,0.0006264862604439259,-0.0012164842337369919,-0.0026671886444091797
1709257301601,-0.0005002729594707489,-0.0008251173421740532,-0.0025298595428466797
1709257301626,-0.0016393712721765041,0.000986752100288868,-0.0030333995819091797
1709257301651,0.0013366066850721836,0.00012159021571278572,-0.0019350051879882812
1709257301676,-0.00019431672990322113,0.00020575197413563728,-0.0016756057739257812
1709257301701,-0.001878486480563879,-0.00039927661418914795,-0.002393186092376709
1709257301726,-0.0004910007119178772,0.00038887280970811844,-0.001401066780090332
1709257301751,0.001732762437313795,0.001347170677036047,-0.0011262893676757812
1709257301776,0.0011966610327363014,0.0007374347187578678,-0.0029727816581726074
1709257301801,-0.002239348366856575,-0.00019551720470190048,-0.002408266067504883
1709257301826,-0.0016104178503155708,-0.00033395132049918175,-0.0011723041534423828
1709257301851,0.0003100736066699028,1.5104655176401138e-05,-0.002881169319152832
1709257301876,0.0014249184168875217,0.0012990981340408325,-0.002469003200531006
1709257301901,6.504403427243233e-05,0.0002439836971461773,-0.0031253695487976074
1709257301926,2.2387132048606873e-05,-0.0004883930087089539,-0.003064572811126709
1709257301951,-0.00010503875091671944,-0.0009540319442749023,-0.0029271841049194336
1709257301976,0.0011941990815103054,-6.825663149356842e-06,-0.002744019031524658
1709257302001,0.00016619591042399406,0.0008493615314364433,-0.0016455650329589844
1709257302026,-0.0011466019786894321,0.0018768208101391792,-0.0015844106674194336
1709257302051,-0.0006508044898509979,0.0008773384615778923,-0.0016300082206726074
1709257302076,-0.0007561719976365566,-0.0014979192055761814,-0.0009892582893371582
1709257302101,0.0015742899850010872,-2.11130827665329e-06,-0.002378106117248535
1709257302126,0.0005316538736224174,0.001062415074557066,-0.0020122528076171875
1709257302151,-0.0018420959822833538,0.0010791425593197346,-0.0018447637557983398
1709257302176,2.820044755935669e-06,-0.0010247323662042618,-0.0016461014747619629
1709257302201,0.0014478852972388268,-1.6552861779928207e-05,-0.0019055604934692383
1709257302226,-0.0002791536971926689,0.00013539986684918404,-0.0024701356887817383
1709257302251,-0.0013498635962605476,0.0025553195737302303,-0.0017070770263671875
1709257302276,-0.0007947329431772232,-0.0005030962638556957,-0.0019971728324890137
1709257302301,0.0012498674914240837,-0.00205785920843482,-0.0013868212699890137
1709257302326,0.0014888993464410305,0.00018810899928212166,-0.005430638790130615
1709257302351,-0.0008394308388233185,0.00027215341106057167,-0.0024861693382263184
1709257302376,-0.0033466145396232605,5.260249599814415e-05,-0.002974569797515869
1709257302401,0.00042842887341976166,-0.0010269684717059135,6.186962127685547e-05
1709257302426,0.003001929260790348,0.0005233506672084332,-0.0024712085723876953
1709257302451,0.0006340742111206055,0.0023339055478572845,-0.0036767125129699707
1709257302476,-0.002482081763446331,0.0011912430636584759,-0.0009453892707824707
1709257302501,-0.0008970312774181366,-0.0012529706582427025,-0.0008691549301147461
1709257302526,0.0016631106846034527,-0.0015285415574908257,-0.0023796558380126953
1709257302551,0.0018048016354441643,0.0005821129307150841,-0.0023641586303710938
1709257302576,-0.0015322640538215637,0.0014173653908073902,-0.00198286771774292
1709257302601,-0.001687462441623211,0.0006513036787509918,0.0005807280540466309
1709257302626,0.0011018314398825169,-0.0018051411025226116,-0.0012349486351013184
1709257302651,0.0006882357411086559,-0.0014087613672018051,-0.0034473538398742676
1709257302676,0.0004473133012652397,0.001474376767873764,-0.006255090236663818
1709257302701,-0.0019367360509932041,0.00023355847224593163,-0.0008838176727294922
1709257302726,0.0009350511245429516,0.0006970707327127457,-0.0007463693618774414
1709257302751,0.0010039745829999447,-0.0005798414349555969,-0.003157377243041992
1709257302776,-0.0005729501135647297,-0.00152977230027318,-0.0033100247383117676
1709257302801,2.6580877602100372e-05,0.0029708868823945522,-0.0025626420974731445
1709257302826,-0.0010600453242659569,-0.00015242304652929306,-0.002348959445953369
1709257302851,-0.00037966901436448097,-0.0009657237678766251,0.002594888210296631
1709257302876,-0.00036052102223038673,-0.0005748886615037918,-0.002150416374206543
1709257302901,-0.002354648429900408,-0.0034822155721485615,0.0011909008026123047
1709257302926,0.0013171839527785778,0.005387313198298216,-0.0045462846755981445
1709257302951,0.002493477426469326,0.0006239176727831364,-0.00099104642868042
1709257302976,-0.0006644399836659431,-0.00422957818955183,-0.0005332231521606445
