time,x,y,z
1709257301976.0,0.002239348366856575,0.001347170677036047,0.004987478256225586
1709257302976.0,0.0033466145396232605,0.005387313198298216,0.006255090236663818
1709257303976.0,0.0026880521327257156,0.004268859978765249,0.005796909332275391
1709257304976.0,0.003478589002043009,0.004709470085799694,0.021820068359375
1709257305976.0,0.002776095177978277,0.0029766745865345,0.008788764476776123
1709257306976.0,0.002696812618523836,0.0021357135847210884,0.005019545555114746
1709257307976.0,0.00245347386226058,0.003359402995556593,0.0036153197288513184
1709257308976.0,0.002569370437413454,0.00251392787322402,0.004393041133880615
1709257309975.0,0.0021927282214164734,0.0016080979257822037,0.004452943801879883
1709257310976.0,0.0018007773905992508,0.0012973127886652946,0.004011213779449463
1709257311975.0,0.0015592491254210472,0.002945156302303076,0.004498422145843506
1709257312976.0,0.002627082634717226,0.0016200621612370014,0.004879951477050781
1709257313975.0,0.004147237632423639,0.004153630696237087,0.005517899990081787
1709257314976.0,0.0049926480278372765,0.004529010504484177,0.00383836030960083
1709257315976.0,0.004380160942673683,0.007648985367268324,0.010826408863067627
1709257316976.0,0.0036785807460546494,0.005152831319719553,0.0042029619216918945
1709257317976.0,0.0020755399018526077,0.0026437868364155293,0.006505489349365234
1709257318976.0,0.002802309114485979,0.0028377436101436615,0.004017889499664307
1709257319975.0,0.0032936898060142994,0.0023400746285915375,0.003072082996368408
1709257320975.0,0.006779033225029707,0.008067596703767776,0.007161557674407959
