time,x,y,z
1709253220976.0,-0.010230094194412231,-0.007998049259185791,-0.007749080657958984
1709253221976.0,-0.02802133560180664,-0.022119522094726562,-0.022063255310058594
1709253222976.0,-0.03228563070297241,-0.06897321343421936,-0.05346536636352539
1709253223976.0,-0.024732306599617004,-0.026392608880996704,-0.019182682037353516
1709253224975.0,-0.0322265550494194,-0.027326494455337524,-0.03222310543060303
1709253225975.0,-0.02188117802143097,-0.009983420372009277,-0.04979664087295532
1709253226976.0,-0.05743071436882019,-0.03314918279647827,-0.04409325122833252
1709253227976.0,-0.055857062339782715,-0.03682872653007507,-0.050684213638305664
1709253228976.0,-0.03285403549671173,-0.015494942665100098,-0.02339571714401245
1709253229976.0,-0.010348573327064514,-0.009994983673095703,-0.013793528079986572
1709253230976.0,-0.012181535363197327,-0.004959404468536377,-0.007252991199493408
1709253231976.0,-0.008000582456588745,-0.007211238145828247,-0.007121264934539795
1709253232976.0,-0.013245180249214172,-0.008846819400787354,-0.010651350021362305
1709253233976.0,-0.009914591908454895,-0.0063301920890808105,-0.009531557559967041
1709253234976.0,-0.01110658049583435,-0.006487250328063965,-0.006056845188140869
1709253235976.0,-0.009435266256332397,-0.006242990493774414,-0.006833672523498535
1709253236976.0,-0.0062447190284729,-0.006319522857666016,-0.008700847625732422
1709253237976.0,-0.01489613950252533,-0.010546594858169556,-0.00853496789932251
1709253238976.0,-0.009540721774101257,-0.007085204124450684,-0.007266879081726074
1709253239976.0,-0.006369426846504211,-0.005252420902252197,-0.009769737720489502
