0xMe,0xVr,0xMx,0xMi,0xUM,0xLM,0yMe,0yVr,0yMx,0yMn,0yUM,0yLM,0zMe,0zVr,0zMx,0zMi,0zUM,0zLM,0dxMe,0dxVr,0dxMx,0dxMi,0dxUM,0dxLM,0dyMe,0dyVr,0dyMx,0dyMn,0dyUM,0dyLM,0dzMe,0dzVr,0dzMx,0dzMi,0dzUM,0dzLM,1xMe,1xVr,1xMx,1xMi,1xUM,1xLM,1yMe,1yVr,1yMx,1yMn,1yUM,1yLM,1zMe,1zVr,1zMx,1zMi,1zUM,1zLM,2xMe,2xVr,2xMx,2xMi,2xUM,2xLM,2yMe,2yVr,2yMx,2yMn,2yUM,2yLM,2zMe,2zVr,2zMx,2zMi,2zUM,2zLM,4xMe,4xVr,4xMx,4xMi,4xUM,4xLM,4yMe,4yVr,4yMx,4yMn,4yUM,4yLM,4zMe,4zVr,4zMx,4zMi,4zUM,4zLM,5xMe,5xVr,5xMx,5xMi,5xUM,5xLM,5yMe,5yVr,5yMx,5yMn,5yUM,5yLM,5zMe,5zVr,5zMx,5zMi,5zUM,5zLM,6xMe,6xVr,6xMx,6xMi,6xUM,6xLM,6yMe,6yVr,6yMx,6yMn,6yUM,6yLM,6zMe,6zVr,6zMx,6zMi,6zUM,6zLM,7xMe,7xVr,7xMx,7xMi,7xUM,7xLM,7yMe,7yVr,7yMx,7yMn,7yUM,7yLM,7zMe,7zVr,7zMx,7zMi,7zUM,7zLM
-0.0002735794482068119,1.547646546544927e-06,0.002937236657509437,-0.0017408080972157992,-0.0015527658546582246,0.0011130303908617068,-0.0001870410883019113,5.510517572919661e-06,0.005753075465177879,-0.0034457938029215885,-0.00255282930074594,0.0024697258431687313,-0.001617249107768393,1.6321345728474171e-06,-0.0001930838976150904,-0.0044559056942279525,-0.0038123757411272097,-0.00030182518510736973,-0.0002735794482068119,1.547646546544927e-06,0.002937236657509437,-0.0017408080972157992,-0.0015527658546582246,0.0011130303908617068,-0.0001870410883019113,5.510517572919661e-06,0.005753075465177879,-0.0034457938029215885,-0.00255282930074594,0.0024697258431687313,-0.001617249107768393,1.6321345728474171e-06,-0.0001930838976150904,-0.0044559056942279525,-0.0038123757411272097,-0.00030182518510736973,-0.0002511844038963318,1.8509486775752927e-06,0.0015135258436203003,-0.0020698606967926025,-0.0019078105688095093,0.0012810478607813518,-0.0005378082394599914,5.400951677183574e-06,0.004332780838012695,-0.004418462514877319,-0.0038558095693588257,0.0020246654748916626,-0.001396217942237854,3.2780248780373e-06,0.0018132925033569336,-0.005717873573303223,-0.004009902477264404,0.0003287394841512044,0.0113032505998109,2.0783425001243268e-05,0.019693207719189938,0.004420933682391093,0.0046083731383079855,0.01673553962075384,0.010950889296405508,4.303389510951431e-05,0.028388833893721727,0.0033388527792146392,0.0037983766860899765,0.01800921705282292,0.011719611607229945,2.7418835683629773e-05,0.020030254339315157,0.003149141125284345,0.0037376827178701687,0.017854882194623254,0.027618177235126495,0.00020167108279692814,0.05262872576713562,0.007907301187515259,0.008591607213020325,0.04417279859383901,0.027876023948192597,0.0003087673896381227,0.07018986344337463,0.00522574782371521,0.008683636784553528,0.04902678728103638,0.026085543632507324,0.00019928607897469423,0.04728597402572632,0.003249645233154297,0.0062625110149383545,0.044444878896077476,-0.03058674857020378,0.00023105229212201875,-0.010230094194412231,-0.05743071436882019,-0.05664388835430145,-0.014153281847635904,-0.025826114416122436,0.0002978856512556049,-0.007998049259185791,-0.06897321343421936,-0.05290096998214722,-0.00932548443476359,-0.0316446840763092,0.0002528255152974523,-0.007749080657958984,-0.05346536636352539,-0.05207479000091553,-0.013575096925099691,0.034576017409563065,0.00025522434701049924,0.05743071436882019,0.010230094194412231,0.010289333760738373,0.05530550082524618,0.030023157596588135,0.00028401196332588085,0.07018986344337463,0.007998049259185791,0.010069787502288818,0.04902678728103638,0.03211972117424011,0.0002445669697047848,0.05346536636352539,0.007749080657958984,0.010771304368972778,0.05131540695826212,0.0003022193908691406,9.05183772470508e-08,0.0009060651063919067,1.2561678886413574e-05,3.371387720108032e-05,0.000738680362701416,0.00015949904918670653,1.648301982903888e-08,0.0003674030303955078,1.5974044799804688e-05,1.6286969184875488e-05,0.00033284227053324383,0.00015003681182861327,3.595579869397624e-09,0.0002562403678894043,6.42538070678711e-05,7.12275505065918e-05,0.00022610028584798178
