time,x,y,z
1709253220976.0,-0.0012642087207900153,-0.00035737868812349107,-0.0016309950086805555
1709253221976.0,-7.596994057679788e-05,-0.00030712057382632524,-0.0011687095348651593
1709253222976.0,-0.00045116666035774426,-0.001597114098377717,-0.0001930838976150904
1709253223976.0,-0.0017408080972157992,-0.0034457938029215885,-0.0017980489975366837
1709253224975.0,-0.00046577782202989626,0.0016857546109419602,-0.0044559056942279525
1709253225975.0,0.002937236657509437,0.005753075465177879,-0.0031688457880264674
1709253226976.0,0.00047782445565248147,-0.0016598647985702907,-0.00022284495524871044
1709253227976.0,-0.00136472361210065,-0.0013333551394633758,-0.0004895467024583083
1709253228976.0,-0.00012835783836169122,-2.9652546613644332e-05,-0.0019462169745029546
1709253229976.0,-0.0006598429037974431,-0.0005789613112425193,-0.0010982935245220477
1709253230976.0,-0.0004334128819979154,-0.0007097774591201391,-0.0016344556441673865
1709253231976.0,0.00026946839613792225,-0.0005838297880612887,-0.0015008709369561612
1709253232976.0,0.0006857258387101003,-0.0006706561797704452,-0.0010231549923236554
1709253233976.0,-0.0002949986702356583,-0.0008191481614724183,-0.0011556133245810484
1709253234976.0,-0.0003728201756110558,-0.0005960846558595315,-0.0013932998363788312
1709253235976.0,8.095036714504927e-05,-0.0008341876360086295,-0.0010292560626298953
1709253236976.0,0.00036349701575743844,-0.0009722098326071715,-0.0010564846870226737
1709253237976.0,-0.0006227764563682752,-0.0012363248910659398,-0.0011442303657531738
1709253238976.0,-0.0004920279368376121,-0.0011001863540747226,-0.0011386519823318873
1709253239976.0,-2.7582813531924516e-05,-0.0009142695329128167,-0.0009385928129538512
